X,Y,OBJECTID,ID,STATUS,REASON,ROAD,DESCRIPTION,SUBURB,UPDATETIME,TMR,LOCATION,SOURCE,GlobalID
152.858728918370076,-27.121726013868614,338,CAB_047,Open,Flooded,Old North Road,at Zillmans Crossing,ROCKSBERG,2020-03-10T07:15:00.000Z,no,Old North Road,DWCP,b8402adc-348d-42ff-99cd-075c491d706e
152.882264917154629,-27.338946536710239,339,LPR_029,Open,Flooded,Hansen Road,at Cedar Creek,CLOSEBURN,2020-03-11T11:30:00.000Z,no,Hansen Road,DWCP,3a3cf898-499f-46a3-91b4-a2d6a723148a
152.809134442500152,-27.207108152262162,340,UPR_049,Open,Flooded,Juffs Road West,,DAYBORO,2020-02-26T05:00:00.000Z,no,Juffs Road West,DWCP,f8102b0a-86ad-432f-a468-c0aea6712db7
152.828413907261591,-27.335975343177644,341,LPR_004,Open,Flooded,Curtis Road, ,CEDAR CREEK,2020-02-26T05:00:00.000Z,no,Curtis Road,DWCP,03cc5d49-aca1-41c9-b6f2-8be4dde45e95
152.775557608170743,-26.920576921970024,342,STA_023,Open,Flooded,Cove Road,at Old Cove Road,WOODFORD,2020-02-26T05:00:00.000Z,no,Cove Road,DWCP,52c1b89d-749f-4d7a-b33a-319c9593a10e
152.823538946945689,-27.202258508218858,343,UPR_020,Open,Flooded,Laidlaw Street,at Dowling Street,DAYBORO,2020-02-26T05:00:00.000Z,no,"Laidlaw Street at Dowling Street, DAYBORO",DWCP,e42548d6-a454-43b6-8bbb-f22194436829
153.064862830198848,-27.106579429607471,344,CAB_058,Open,Flooded,Bishop Road,near Campbell Parade,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Bishop Road near Campbell Parade, BEACHMERE",DWCP,2cb529c4-8980-4fca-a6f2-cfcaeed74b73
152.840443050500085,-27.336224549390526,345,LPR_006,Open,Flooded,Gordons Road,at upper crossing,CEDAR CREEK,2020-02-26T05:00:00.000Z,no,Gordons Road,DWCP,ba5dbe94-d208-468f-847d-c78f67caa900
152.811914743575841,-27.210562543390257,346,UPR_013,Open,Flooded,Lees Crossing Road, ,DAYBORO,2020-03-10T21:45:00.000Z,no,Lees Crossing Road,DWCP,65904b4d-a264-4b46-aa2b-7774bf2c8c93
152.770575193177251,-26.918789094587407,347,STA_007,Open,Flooded,Cove Road,at Kilcoy-Beerwah Road,WOODFORD,2020-02-26T05:00:00.000Z,no,"Cove Road at Kilcoy-Beerwah Road, WOODFORD",DWCP,f2f912b9-5e92-472d-aa59-12b2f21e3823
152.946926820013772,-27.041081276200103,348,CAB_013,Open,Flooded,McConachy Road, ,ELIMBAH,2020-02-26T05:00:00.000Z,no,McConachy Road,DWCP,4a7d30d4-b89d-4f8b-b4ed-39a77a168aba
152.907637145143326,-26.993843963943611,349,PUM_010,Open,Flooded,Williams Road,,ELIMBAH,2020-03-10T03:30:00.000Z,no,Williams Road,DWCP,dfaf47de-430f-4765-99ec-89444cb970b3
152.747287575873941,-26.975756474207639,350,STA_001,Open,Flooded,Batchelor Road,at Webb Road,WOODFORD,2020-02-26T05:00:00.000Z,no,"Batchelor Road at Webb Road, WOODFORD",DWCP,433a985a-57fe-47ae-978b-790fbce729ba
152.923631381079133,-27.256179596158628,351,LPR_017,Open,Flooded,Whiteside Road,near Barnes Road,WHITESIDE,2020-02-26T05:00:00.000Z,no,"Whiteside Road near Barnes Road, WHITESIDE",DWCP,d7f7cf23-9c43-46e2-a0e0-71d52478ba39
152.829048387346717,-27.249119076748883,352,UPR_037,Open,Flooded,Kobble Creek Road,at Pringles Road,KOBBLE CREEK,2020-02-26T05:00:00.000Z,no,Kobble Creek Road,DWCP,442acc01-3bb7-4ed4-918b-5d84d785368f
152.826611493339442,-27.250165766820665,353,UPR_023,Open,Flooded,Pringles Road,near Kobble Creek Road,KOBBLE CREEK,2020-02-26T05:00:00.000Z,no,Pringles Road,DWCP,f4a54a3c-ca66-4c0d-861e-ea4fcae1004c
152.981056837793432,-27.124656310476592,354,CAB_002,Open,Flooded,Coach Road East, ,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,"Coach Road East, BURPENGARY EAST",DWCP,3d60b412-bfb6-4bd8-9cfd-f14d4109fc7d
152.962704745222311,-27.139966151464844,355,CAB_006,Open,Flooded,Gleeson Road, ,BURPENGARY,2020-02-26T05:00:00.000Z,no,Gleeson Road,DWCP,b843657a-1ab8-4c6d-b2b1-663a9458f0d0
152.80471490018553,-27.263196397014138,356,UPR_044,Open,Flooded,Pringles Road,at gravel road section,KOBBLE CREEK,2020-02-26T05:00:00.000Z,no,Pringles Road,DWCP,32bcf977-55fb-4346-bba6-f6d957c90d11
153.013708037274313,-27.166137624318186,357,BUR_001,Open,Flooded,Blue Pacific Road,near Little Burpengary Creek,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,Blue Pacific Road,DWCP,387b8955-64f4-4e5e-8b5c-a30016f9e25a
152.794236724336258,-27.324565976218452,358,LPR_034,Open,Flooded,Cedar Creek Road,at Masseys Creek Court,CEDAR CREEK,2020-02-26T05:00:00.000Z,no,"Cedar Creek Road at Masseys Creek Court, CEDAR CREEK",DWCP,e60b3725-dc37-40b8-b01d-8ca1d4f5072a
153.089539488171539,-27.234836690461908,359,RED_006,Open,Flooded,McDonnell Road,at Cemetery,CLONTARF,2020-02-26T05:00:00.000Z,no,"McDonnell Road, CLONTARF",DWCP,64c3345e-0c22-4a3b-8d3e-d8038c5b98e5
152.734678527000312,-27.206441342383339,360,UPR_019,Open,Flooded,Wirth Road,at May Road,LACEYS CREEK,2020-02-26T05:00:00.000Z,no,"Wirth Road at May Road, LACEYS CREEK",DWCP,3f73e3b8-e674-45cb-97ab-6c0ec3ebff59
152.911309193920175,-27.053326099173479,361,CAB_029,Open,Flooded,Williams Road,near Greening Road,MOODLU,2020-02-26T05:00:00.000Z,no,Williams Road,DWCP,9e6e8bab-e8ab-4f16-90b2-c2ddbf218945
152.944909951283961,-27.241941539388741,362,SID_007,Open,Flooded,Ski Road,at Scout Road,KURWONGBAH,2020-02-26T05:00:00.000Z,no,Ski Road,DWCP,a21b5984-21c6-4e6c-b44f-ae2b6e56685f
152.8385339957741,-27.095958951604217,363,CAB_038,Open,Flooded,McNamara Road,at Browns Crossing,ROCKSBERG,2020-03-10T07:00:00.000Z,no,McNamara Road,DWCP,605327ff-84ed-4ab6-8ead-742226eced67
152.951426208184074,-27.160669817618999,364,BUR_008,Open,Flooded,Mathew Crescent, ,BURPENGARY,2020-02-26T05:00:00.000Z,no,Mathew Crescent,DWCP,955758d3-6743-4fdf-a7e2-058460a4f441
153.029283996054232,-27.178873597986325,365,BUR_040,Open,Flooded,Beach Road,,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,"Beach Road, DECEPTION BAY",DWCP,0eb3720c-9556-44fb-a8b3-51057a03d2f7
152.958777838111274,-27.150052606755985,366,BUR_028,Open,Flooded,O'Brien Road,at Burpengary Creek,BURPENGARY,2020-02-26T05:00:00.000Z,no,O'Brien Road,DWCP,6a1cb025-7c2d-42bc-b9aa-1cc86a72cb22
152.990365661366155,-27.313072230640508,367,LPR_011,Open,Flooded,Mott Street, ,STRATHPINE,2020-03-13T03:40:00.000Z,no,Mott Street,DWCP,1f70801a-469a-4aae-9b38-ab6bbe13e6f8
152.899779423249697,-27.148198612159337,368,CAB_035,Open,Flooded,Forest Hills Drive,at Wingara Drive,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Forest Hills Drive,DWCP,3d5c61b8-adc5-4dd6-8fad-1fb09d2c23ce
153.071036533429975,-27.100737341950193,369,CAB_048,Open,Flooded,Bellay Road, ,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Bellay Road, BEACHMERE",DWCP,bdd14128-a103-4a98-af08-5980e80dc455
152.946344882389525,-27.112064795146111,370,CAB_052,Open,Flooded,Walker Road,at Koala Drive,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Walker Road,DWCP,ce5d10da-d72f-42e7-9313-1ea34b776dab
152.977731085965416,-27.190843127660024,371,HAY_016,Open,Flooded,Viewland Drive, ,NARANGBA,2020-02-26T05:00:00.000Z,no,"Viewland Drive, NARANGBA",DWCP,aa873ec7-926a-4612-848f-e7986b9b05df
152.940428996543204,-27.26284112720656,372,LPR_007,Open,Flooded,Grant Street, ,WHITESIDE,2020-02-26T05:00:00.000Z,no,Grant Street,DWCP,b335fdb9-918f-4248-bb62-8a0dbd8e37fe
153.13990995573343,-27.057143843254455,373,BRI_004,Open,Flooded,Boronia Drive,at Jabiru Street,BELLARA,2020-02-26T05:00:00.000Z,no,"Boronia Drive at Jabiru Street, BELLARA",DWCP,f3b5fd87-2ecc-4970-9728-5f94c9c6cf97
152.955770978327678,-27.188877362500083,374,BUR_002,Open,Flooded,Burpengary Road,at Callaghan Road,NARANGBA,2020-02-26T05:00:00.000Z,no,Burpengary Road,DWCP,065386b2-55ef-45b2-98d9-076dde656d65
152.881286700319265,-27.158626357577678,375,BUR_039,Open,Flooded,Moorina Road,near Haywood Road,MOORINA,2020-02-26T05:00:00.000Z,no,Moorina Road,DWCP,f7316527-f5db-4327-a495-c570904f997a
152.961199446385535,-27.325589279853158,376,LPR_083,Open,Flooded,Coorparoo Road,between South Pine Road and Warner Road,WARNER,2020-02-26T05:00:00.000Z,no,"Coorparoo Road between South Pine Road and Warner Road, WARNER",DWCP,00d20a98-9d49-48bb-bbbd-3064bbb9fc73
152.967857177163154,-27.215967309678287,377,HAY_030,Open,Flooded,Boundary Road,at rail bridge,KURWONGBAH,2020-02-26T05:00:00.000Z,no,"Rail Bridge Boundary Road, KURWONGBAH",DWCP,e7f069d7-a101-423b-b81f-75e64d5ecbbf
152.973810142769509,-27.316303315184463,378,LPR_084,Open,Flooded,Kremzow Road,near the Aldi site,BRENDALE,2020-02-26T05:00:00.000Z,no,Kremzow Road,DWCP,0c695f18-24f0-4e95-a316-657edb6bf300
152.981682903359371,-26.986528343937916,379,PUM_018,Open,Flooded,Beerburrum-Donnybrook Road,at Steve Irwin Way,ELIMBAH,2020-02-26T05:00:00.000Z,no,Beerburrum-Donnybrook Road,DWCP,905ad8e8-e451-4cc8-b733-c4907a2babab
153.053923461079165,-27.129686972501791,380,CAB_102,Open,Flooded,Biggs Avenue,at Main Street,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Biggs Avenue at Main Street, BEACHMERE",DWCP,eed08184-5a4c-4007-bb9e-c47446101280
153.049953026999304,-27.138659244315257,381,CAB_103,Open,Flooded,Kunde Street,at Biggs Avenue,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Kunde Street at Biggs Avenue, BEACHMERE",DWCP,4eb04a70-303e-47d4-8af9-acd10dc87517
153.052659651848757,-27.131879011429987,382,CAB_104,Open,Flooded,First Avenue,at Biggs Avenue,BEACHMERE,2020-02-26T05:00:00.000Z,no,"First Avenue at Biggs Avenue, BEACHMERE",DWCP,fdd6092d-7633-4022-9e0e-2c1b5d83821c
153.05196372520146,-27.133409154184829,383,CAB_105,Open,Flooded,Second Avenue,at Biggs Avenue,BEACHMERE,2020-02-26T05:00:00.000Z,no,"Second Avenue at Biggs Avenue, BEACHMERE",DWCP,1a5b74de-ba38-490a-b9dc-5a2856f0b167
152.935941397862649,-27.220226303547854,384,SID_020,Open,Flooded,McCormack Road South,,KURWONGBAH,2020-02-26T05:00:00.000Z,no,"McCormack Road South, KURWONGBAH",DWCP,5ce945e8-0d91-4b22-8396-161bdc16611d
152.983011134372134,-27.243896992183238,385,HAY_031,Open,Flooded,Marsden Road,outside No 155,KALLANGUR,2020-02-26T05:00:00.000Z,no,"Marsden Road outside No 155, KALLANGUR",DWCP,f294e838-f738-4ba3-b55e-d391a63ad675
153.034503582452373,-27.193264743381089,386,BUR_051,Open,Flooded,Esplanade,corner of Maine Terrace,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,"Esplanade corner of Maine Terrace, DECEPTION BAY",DWCP,b47029d9-3a8d-4284-be26-a59beb9de372
152.959216612127022,-27.059564100390801,387,CAB_106,Open,Flooded,Ardrossan Road,at Pumicestone Road,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Ardrossan,DWCP,139e5465-2e13-4ada-9d3b-232e3fd496f4
152.853872570248683,-27.369616402417552,388,LPR_085,Open,Flooded,Mt O'Reilly Road,at Mt Glorious Road,SAMFORD VALLEY,2020-02-26T05:00:00.000Z,no,"Mt O'Reilly Road at Mt Glorious Rd, SAMFORD VALLEY",DWCP,ae965f3e-9da3-4621-be8f-7d5727d5874e
153.114451997025441,-27.223224706896353,389,RED_008,Open,Flooded,Redcliffe Parade,at Klingner Road,REDCLIFFE,2020-02-26T05:00:00.000Z,no,"Redcliffe Parade at Klingner Road, REDCLIFFE",DWCP,7f7eda10-4fc4-4ec1-9486-745db82c3067
153.114884449596474,-27.226840024684549,390,RED_010,Open,Flooded,Redcliffe Parade,near Jetty,REDCLIFFE,2020-02-26T05:00:00.000Z,no,"Redcliffe Parade near Jetty, REDCLIFFE",DWCP,40e094dd-b390-4852-9796-df2808563b1d
152.870677128791527,-27.146310677921367,391,CAB_107,Open,Flooded,Mountain View Road,at Moorina Road,MOORINA,2020-02-26T05:00:00.000Z,no,Mountain View Road,DWCP,8d66a4c3-e76d-412f-99a3-8ee4a574ccd7
152.838894345967105,-27.287190649861941,392,UPR_053,Open,Flooded,Basin Road,outside No.84,MOUNT SAMSON,2020-02-26T05:00:00.000Z,no,"Basin Road outside No.84, MOUNT SAMSON",DWCP,843dc99f-4039-4214-a5e3-ce80a9de842c
152.997226428465865,-27.133426315241898,393,CAB_108,Open,Flooded,Cobb Road,at causeway,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,"Cobb Road, BURPENGARY EAST",DWCP,a101ffa1-52f5-4456-9421-bb3e196ca77a
152.978105425622346,-27.151957412968173,394,BUR_052,Open,Flooded,Bruce Highway Eastern Service Road,at Burpengary Creek,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,Bruce Highway Eastern Service Road,DWCP,78ec20f3-829e-4834-b0e1-d0132a3adf11
152.990915208436121,-27.239815971959793,395,HAY_032,Open,Flooded,Glass House Circuit,at cnr Roseann Street,KALLANGUR,2020-02-26T05:00:00.000Z,no,"Glass House Circuit at cnr Roseann Street, KALLANGUR",DWCP,d442b57a-4fec-4bdb-a534-47155d83078d
152.983460221047267,-27.190741676455449,396,HAY_033,Open,Flooded,Callaghan Road,at Old Gympie Road,NARANGBA,2020-02-26T05:00:00.000Z,no,Callaghan Road,DWCP,fcde7713-2f0e-4957-85dd-630a914e3c8e
152.974118225386064,-27.169667783754086,397,BUR_053,Open,Flooded,Pitt Road,between Wain Road and Bellini Road,BURPENGARY,2020-02-26T05:00:00.000Z,no,Pitt Road,DWCP,d1d360e4-8e5b-44de-b975-e6740fea470a
153.030639070524444,-27.264055187541647,398,LPR_090,Open,Flooded,Henry Road,at Brays Road,GRIFFIN,2020-02-26T05:00:00.000Z,no,Henry Road,DWCP,27579bd3-a121-4705-8f46-ef3b1abc4502
152.918768200371574,-27.132908486819328,399,CAB_110,Open,Flooded,Adelong Court,,MORAYFIELD,2020-02-26T05:00:00.000Z,no,"Adelong Court, MORAYFIELD",DWCP,176a503a-32dd-470e-af8a-f7f83c48c534
152.887392959835523,-27.049988512213954,400,CAB_111,Open,Flooded,Alexandra Parade,,WAMURAN,2020-02-26T05:00:00.000Z,no,"Alexandra Parade, WAMURAN",DWCP,5897f203-07af-410f-b72b-7293c37fb172
153.089402061204453,-27.254687193160905,401,RED_011,Open,Flooded,Maine Road,between Bell Street and Hornibrook Esplanade,CLONTARF,2020-02-26T05:00:00.000Z,no,"Maine Road Between Bell Street and Hornibrook Esplanade, CLONTARF",DWCP,7b5918a2-15a4-46a9-a49f-35ebaf4f0819
153.112624246120816,-27.227861302736951,402,RED_012,Open,Flooded,Creek Street,,REDCLIFFE,2020-02-26T05:00:00.000Z,no,"Creek Street, REDCLIFFE",DWCP,b34128fd-a6b3-4955-836b-1b0c4b0e3d7f
152.782763368763796,-26.953260463688149,403,STA_030,Open,Flooded,George Street,,WOODFORD,2020-02-26T05:00:00.000Z,no,"George Street, WOODFORD",DWCP,a63549f0-4895-4f31-b14c-d8d8dae28209
152.780925121045129,-26.971333462089234,404,STA_031,Open,Flooded,Ironbark Road,at Monkeybong Creek,WOODFORD,2020-02-26T05:00:00.000Z,no,Ironbark Road,DWCP,6cabc55e-877d-4213-a5bc-1879bbf585a5
153.039705648109305,-27.031412855820864,405,PUM_021,Open,Flooded,Pumicestone Rd ,at Elimbah Creek,TOORBUL,2020-02-26T05:00:00.000Z,no,"Pumicestone Road At Elimbah Creek, TOORBUL",DWCP,f8c89021-1134-45ef-b907-b2fe0c0b4b7e
152.948159844877807,-27.04232296899427,406,CAB_112,Open,Flooded,Hamilton Road,north of Emu Road,ELIMBAH,2020-02-26T05:00:00.000Z,no,Hamilton Road,DWCP,07320748-9cb4-41f5-b108-e16ff4718f9a
152.862103140595963,-27.092946234717214,407,CAB_113,Open,Flooded,Old North Road,1km south of Bellmere Road,BELLMERE,2020-02-26T05:00:00.000Z,no,Old North Road,DWCP,c231b495-b3e8-4ceb-98bf-a6335d0331ad
152.993235070826415,-27.158742408705272,408,BUR_054,Open,Flooded,Old Bay Road, ,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,Old Bay Road,DWCP,f15cfbfe-9f7b-46a6-ae11-49b61d67a9ae
152.920582792753891,-27.127494975349109,409,CAB_114,Open,Flooded,Mcloughlin Road,near Adelong Ct,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Mcloughlin Road,DWCP,4d185924-208c-4dd3-abea-eeee2707c6fb
152.859775685644792,-27.114921479155381,410,CAB_115,Open,Flooded,Old North Road, ,ROCKSBERG,2020-02-26T05:00:00.000Z,no,Old North Road,DWCP,31b7a15e-3e5e-47cd-9e36-a0403592a1b1
152.972154483920377,-27.368392165358365,411,LPR_092,Open,Flooded,Alpina Court, ,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,Alpina Court,DWCP,a28eac48-1e6c-4b87-a445-3da13174c214
152.842226071591767,-27.284905340764997,412,UPR_054,Open,Flooded,Basin Road, ,SAMSONVALE,2020-02-26T05:00:00.000Z,no,Basin Road,DWCP,f0fdae55-7377-4e75-8f00-8e1b540d9c7d
152.927384686066659,-27.374553347822168,413,LPR_093,Open,Flooded,Bergin Creek Road, ,BUNYA,2020-02-26T05:00:00.000Z,no,"Bergin Creek Road, BUNYA",DWCP,70530d00-87fa-450b-a95b-ddf8a417f743
152.806037448455868,-27.250593593639756,414,UPR_055,Open,Flooded,Boogala Court,at Kobble Creek,KOBBLE CREEK,2020-02-26T05:00:00.000Z,no,"Boogala Court At Kobble Creek, KOBBLE CREEK",DWCP,46f9dbec-1cb0-4e94-bce7-b08d79104b36
152.952942844658054,-27.106225452695931,415,CAB_117,Open,Flooded,Buchanan Road, ,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Buchanan Road,DWCP,3e11e4aa-b074-43cb-848e-9703368a4aee
152.803430185361776,-26.974111714616946,416,STA_032,Open,Flooded,Chambers Road, ,D'AGUILAR,2020-02-26T05:00:00.000Z,no,"Chambers Road, D'AGUILAR",DWCP,65e307df-6912-4f27-be4d-807e6edb7dcb
152.798121486985792,-26.97357435881986,417,STA_033,Open,Flooded,Chambers Road, ,D'AGUILAR,2020-02-26T05:00:00.000Z,no,"Chambers Road, D'AGUILAR",DWCP,c63f54fd-0609-496d-abfe-273b22acbf13
152.813236786993002,-26.975290226646557,418,STA_034,Open,Flooded,Chambers Road, ,D'AGUILAR,2020-02-26T05:00:00.000Z,no,"Chambers Road, D'AGUILAR",DWCP,e4234215-867e-42af-bce3-6dded795a117
152.949608494156053,-27.127369881447649,419,CAB_118,Open,Flooded,Clark Road, ,MORAYFIELD,2020-02-26T05:00:00.000Z,no,"Clark Road East of Hauton Rd, MORAYFIELD",DWCP,aa7f6b9d-92e7-4c04-9396-458351540af7
152.991280107697776,-27.168678272210446,420,BUR_055,Open,Flooded,Creek Road,east of Twists Rd,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,Creek Road,DWCP,fb9a8ef5-3e3e-4d14-82d1-bb4c4651424d
152.824166462392441,-27.250959123195411,421,UPR_056,Open,Flooded,Dales Road, ,KOBBLE CREEK,2020-02-26T05:00:00.000Z,no,"Dales Road, KOBBLE CREEK",DWCP,e339f0d5-abd3-4dd9-9781-e419718cf821
152.809396543950697,-27.380658700812866,422,LPR_094,Open,Flooded,Dawson Creek Road,190m south of Mount Glorious Road,HIGHVALE,2020-02-26T05:00:00.000Z,no,Dawson Creek Road,DWCP,721a8cdb-228d-4c3a-a335-100ceed30070
152.960527734725247,-27.263045020919133,423,LPR_095,Open,Flooded,Dayboro Service Road, ,PETRIE,2020-02-26T05:00:00.000Z,no,"Dayboro Service Road, PETRIE",DWCP,b0664626-41b1-43f1-a82a-5956250b3777
152.839281953740908,-27.37667588131464,424,LPR_096,Open,Flooded,Days Road, ,SAMFORD VALLEY,2020-02-26T05:00:00.000Z,no,"Days Road, SAMFORD VALLEY",DWCP,e979e942-988e-4c0a-91a8-0c9db3131233
152.714064606799496,-27.012345104053789,425,NEU_007,Open,Flooded,Delaney Creek Road,near Harris Ln,MOUNT DELANEY,2020-02-26T05:00:00.000Z,no,"Delaney Creek Road near Harris Ln, MOUNT DELANEY",DWCP,1fefb272-e52e-4d70-94e0-51d5a5b51bff
152.859914109741851,-27.127654396197169,426,CAB_119,Open,Flooded,F Lindsay Road,at Caboolture River Rd end,ROCKSBERG,2020-02-26T05:00:00.000Z,no,"F Lindsay Road, ROCKSBERG",DWCP,efd88994-e81a-4e83-8c62-8e65b4c72dc6
152.867024084772822,-27.141154692578198,427,CAB_120,Open,Flooded,F Lindsay Road,at Moornina Rd end,MOORINA,2020-02-26T05:00:00.000Z,no,"F Lindsay Road, MOORINA",DWCP,ec8a289f-cf83-4386-96c9-caa77b138c6e
152.876951909560148,-27.043403582521815,428,CAB_121,Open,Flooded,Franks Lane, ,WAMURAN,2020-02-26T05:00:00.000Z,no,"Franks Lane, WAMURAN",DWCP,b4660275-dd7e-43c9-8b27-6b4ef5362010
152.91766875588857,-27.05353713433313,429,CAB_122,Open,Flooded,Greening Road, ,MOODLU,2020-02-26T05:00:00.000Z,no,"Greening Road, MOODLU",DWCP,9261c09f-a872-48b8-ad05-dd4545679208
152.832991647389264,-27.338410108136493,430,LPR_097,Open,Flooded,Halls Road, ,CEDAR CREEK,2020-02-26T05:00:00.000Z,no,"Halls Road, CEDAR CREEK",DWCP,4c86f064-d7c2-47f4-a1ce-323e6c8ebc87
152.947826641772622,-27.035111172584916,431,CAB_123,Open,Flooded,Hamilton Road, ,ELIMBAH,2020-02-26T05:00:00.000Z,no,Hamilton Road,DWCP,a188eed5-e52f-49c4-b48b-1949f5557bcb
152.781642971076877,-27.159545562870544,432,UPR_057,Open,Flooded,Henzell Road, ,MOUNT PLEASANT,2020-02-26T05:00:00.000Z,no,"Henzell Road, MOUNT PLEASANT",DWCP,854bb241-dd78-49eb-b831-374b60c0ae4d
152.765893026592721,-26.961848763476485,433,STA_035,Open,Flooded,Kauri Court, ,WOODFORD,2020-02-26T05:00:00.000Z,no,"Kauri Court, WOODFORD",DWCP,0147daed-922f-4a3d-9c5b-1f891e625324
152.833393630004139,-27.248740290333387,434,UPR_058,Open,Flooded,Kobble Creek Road, ,KOBBLE CREEK,2020-02-26T05:00:00.000Z,no,Kobble Creek Road,DWCP,59b233be-a90e-4569-9063-beccdc9e1969
152.960655529955716,-27.179560999100293,435,BUR_056,Open,Flooded,Leonard Court, ,BURPENGARY,2020-02-26T05:00:00.000Z,no,"Leonard Court, BURPENGARY",DWCP,32cfcad7-ffef-40da-bcb3-729e12f69e66
152.822489266434502,-27.201168815545362,436,UPR_059,Open,Flooded,Morris Street, ,DAYBORO,2020-02-26T05:00:00.000Z,no,"Morris Street, DAYBORO",DWCP,efc6bb73-bb16-418e-bbf6-1cf93348e14c
152.770293904610725,-27.156148285226344,437,UPR_060,Open,Flooded,Mount Brisbane Road, ,MOUNT PLEASANT,2020-02-26T05:00:00.000Z,no,"Mount Brisbane Road, MOUNT PLEASANT",DWCP,58e6ba33-e8e6-415f-a91e-ddd86315e8b9
152.685337905148145,-26.971186774463167,438,NEU_008,Open,Flooded,Neurum Road, ,NEURUM,2020-02-26T05:00:00.000Z,no,"Neurum Road, NEURUM",DWCP,a1918e8e-29a7-470c-883c-88e5bf94f83b
152.704320004194244,-26.955152072538496,439,STA_036,Open,Flooded,Neurum Road, ,NEURUM,2020-02-26T05:00:00.000Z,no,"Neurum Road, NEURUM",DWCP,9d20b230-768a-4624-806d-77f65155b073
152.785320604679782,-27.000023812803409,440,STA_037,Open,Flooded,Newman Lane, ,DELANEYS CREEK,2020-02-26T05:00:00.000Z,no,"Newman Lane, DELANEYS CREEK",DWCP,c1010278-5568-42fc-b256-b0fd0e0af612
152.853883789308242,-27.011037321025906,441,CAB_124,Open,Flooded,O'Shea Road, ,BRACALBA,2020-02-26T05:00:00.000Z,no,"O'Shea Road, BRACALBA",DWCP,6d551981-db30-4a5b-86e9-4027c6343960
152.770108990002797,-26.938572595476455,442,STA_038,Open,Flooded,Old Cove Road, ,WOODFORD,2020-02-26T05:00:00.000Z,no,Old Cove Road,DWCP,14f0bba3-8d86-4e44-ad9c-6abf5ff95b7b
152.922903777140107,-27.008949982083116,443,PUM_022,Open,Flooded,Old Cove Road, ,ELIMBAH,2020-02-26T05:00:00.000Z,no,Old Cove Road,DWCP,b71c8f38-c4e3-4509-b561-9b6b486b3498
152.95771853844002,-27.183174513728556,444,BUR_057,Open,Flooded,Osborne Drive, ,BURPENGARY,2020-02-26T05:00:00.000Z,no,Osborne Drive,DWCP,4f124e3b-55a2-44f0-96e6-9f9d1bfeedad
152.890729045882551,-26.996894926025909,445,PUM_023,Open,Flooded,Powell Road, ,WAMURAN,2020-02-26T05:00:00.000Z,no,Powell Road,DWCP,70c59990-31be-44e6-86b9-01029ce85bdb
152.884367819335779,-27.021333064371071,446,CAB_125,Open,Flooded,Powell Road, ,WAMURAN,2020-02-26T05:00:00.000Z,no,"Powell Road, WAMURAN",DWCP,96b64c9c-130a-4952-b60a-59f27310b7b0
152.884883616700535,-27.019484427405501,447,CAB_126,Open,Flooded,Powell Road, ,WAMURAN,2020-02-26T05:00:00.000Z,no,Powell Road,DWCP,3069d4e4-5729-4be7-8d04-3ca6fbcbfdc2
152.821239576025249,-27.201463295565862,448,UPR_061,Open,Flooded,Rohlf Street, ,DAYBORO,2020-02-26T05:00:00.000Z,no,"Rohlf Street, DAYBORO",DWCP,6107a58a-6f35-4da6-9a4f-91db9507f6e3
152.946855225183953,-27.00695280205402,449,PUM_024,Open,Flooded,Rose Creek Road, ,ELIMBAH,2020-02-26T05:00:00.000Z,no,"Rose Creek Road, ELIMBAH",DWCP,63005a58-dd0b-4861-8a10-4bbef07a180f
152.880068098805424,-27.374828254329067,450,LPR_098,Open,Flooded,School Road, ,SAMFORD VILLAGE,2020-02-26T05:00:00.000Z,no,"School Road, SAMFORD VILLAGE",DWCP,9735e983-bb13-44fe-b75e-6d758ac00c7e
152.986464003202684,-27.329924846526978,451,LPR_099,Open,Flooded,Scouts Crossing Road, ,BRENDALE,2020-02-26T05:00:00.000Z,no,"Scouts Crossing Road, BRENDALE",DWCP,ebca1b50-b329-4bc8-a9cc-e8591f5443e8
152.81696164323381,-27.182190952997434,452,UPR_062,Open,Flooded,Sellin Road, ,KING SCRUB,2020-02-26T05:00:00.000Z,no,"Sellin Road, KING SCRUB",DWCP,ed32c731-031f-4f0d-af9d-3206e8c59762
